"Sonda lambda - Banco 1, sensor 1","Ajuste de combustível de curto prazo - Banco 1, sensor 1","Sonda lambda - Banco 1, sensor 2",Pressão barométrica,Estado do sistema de combustível,Carga calculada do motor,Temperatura do líquido de arrefecimento do motor - CTS,Ajuste de combustível de curto prazo - Banco 1,Ajuste de combustível de longo prazo - Banco 1,Pressão no coletor de admissão - MAP,Tensão do módulo,Rotação do motor - RPM,Carga absoluta do motor,Posição relativa da borboleta - TPS,Temperatura do ar admitido - ACT,Temperatura do ar ambiente,Posição absoluta da borboleta - Sensor B,Posição absoluta da borboleta - TPS,Nº de falhas na memória,Altitude
0.55 V,-3 %,0.07 V,,,23 %,93 °C,,,,,667 rpm,,,,,,,,2 m
0.19 V,-2 %,0.07 V,,,23 %,92 °C,,,,,665 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,23 %,92 °C,,,,,661 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,92 °C,,,,,661 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,92 °C,,,,,661 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,92 °C,,,,,665 rpm,,,,,,,,2 m
0.08 V,0 %,0.06 V,,,23 %,92 °C,,,,,667 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,23 %,92 °C,,,,,663 rpm,,,,,,,,2 m
0.08 V,1 %,0.07 V,,,23 %,92 °C,,,,,649 rpm,,,,,,,,2 m
0.08 V,1 %,0.07 V,,,23 %,92 °C,,,,,661 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,23 %,92 °C,,,,,670 rpm,,,,,,,,2 m
0.09 V,2 %,0.07 V,,,23 %,92 °C,,,,,657 rpm,,,,,,,,2 m
0.12 V,2 %,0.08 V,,,23 %,92 °C,,,,,669 rpm,,,,,,,,2 m
0.18 V,2 %,0.08 V,,,23 %,92 °C,,,,,663 rpm,,,,,,,,2 m
0.65 V,2 %,0.09 V,,,23 %,92 °C,,,,,659 rpm,,,,,,,,2 m
0.69 V,2 %,0.10 V,,,23 %,92 °C,,,,,666 rpm,,,,,,,,2 m
0.70 V,2 %,0.11 V,,,23 %,92 °C,,,,,669 rpm,,,,,,,,2 m
0.71 V,2 %,0.13 V,,,23 %,92 °C,,,,,659 rpm,,,,,,,,2 m
0.72 V,2 %,0.25 V,,,23 %,92 °C,,,,,663 rpm,,,,,,,,2 m
0.74 V,2 %,0.66 V,,,23 %,92 °C,,,,,656 rpm,,,,,,,,2 m
0.75 V,2 %,0.68 V,,,23 %,92 °C,,,,,657 rpm,,,,,,,,2 m
0.76 V,0 %,0.69 V,,,23 %,92 °C,,,,,668 rpm,,,,,,,,2 m
0.77 V,0 %,0.70 V,,,23 %,92 °C,,,,,658 rpm,,,,,,,,2 m
0.77 V,-1 %,0.70 V,,,22 %,92 °C,,,,,636 rpm,,,,,,,,2 m
0.77 V,-1 %,0.71 V,,,23 %,92 °C,,,,,660 rpm,,,,,,,,2 m
0.77 V,-1 %,0.70 V,,,23 %,92 °C,,,,,665 rpm,,,,,,,,2 m
0.76 V,-2 %,0.67 V,,,23 %,92 °C,,,,,649 rpm,,,,,,,,2 m
0.76 V,-2 %,0.67 V,,,23 %,91 °C,,,,,651 rpm,,,,,,,,2 m
0.73 V,-2 %,0.62 V,,,23 %,92 °C,,,,,665 rpm,,,,,,,,2 m
0.71 V,-2 %,0.49 V,,,23 %,91 °C,,,,,666 rpm,,,,,,,,2 m
0.68 V,-2 %,0.10 V,,,23 %,92 °C,,,,,659 rpm,,,,,,,,2 m
0.65 V,-3 %,0.08 V,,,23 %,91 °C,,,,,661 rpm,,,,,,,,2 m
0.61 V,-3 %,0.08 V,,,23 %,91 °C,,,,,655 rpm,,,,,,,,2 m
0.38 V,-2 %,0.07 V,,,23 %,91 °C,,,,,660 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,23 %,91 °C,,,,,666 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,91 °C,,,,,663 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,91 °C,,,,,661 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,90 °C,,,,,668 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,23 %,90 °C,,,,,662 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,23 %,90 °C,,,,,663 rpm,,,,,,,,2 m
0.08 V,1 %,0.07 V,,,23 %,90 °C,,,,,658 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,23 %,90 °C,,,,,660 rpm,,,,,,,,2 m
0.10 V,1 %,0.08 V,,,23 %,90 °C,,,,,656 rpm,,,,,,,,2 m
0.12 V,2 %,0.08 V,,,23 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.29 V,2 %,0.08 V,,,23 %,90 °C,,,,,660 rpm,,,,,,,,2 m
0.67 V,2 %,0.08 V,,,23 %,90 °C,,,,,668 rpm,,,,,,,,2 m
0.69 V,2 %,0.09 V,,,23 %,90 °C,,,,,662 rpm,,,,,,,,2 m
0.70 V,2 %,0.10 V,,,22 %,90 °C,,,,,653 rpm,,,,,,,,2 m
0.71 V,2 %,0.12 V,,,22 %,90 °C,,,,,669 rpm,,,,,,,,2 m
0.72 V,2 %,0.22 V,,,22 %,90 °C,,,,,670 rpm,,,,,,,,2 m
0.73 V,2 %,0.61 V,,,22 %,90 °C,,,,,659 rpm,,,,,,,,2 m
0.73 V,0 %,0.64 V,,,21 %,90 °C,,,,,647 rpm,,,,,,,,2 m
0.74 V,0 %,0.65 V,,,22 %,90 °C,,,,,663 rpm,,,,,,,,2 m
0.74 V,-1 %,0.67 V,,,22 %,90 °C,,,,,657 rpm,,,,,,,,2 m
0.74 V,-1 %,0.66 V,,,22 %,90 °C,,,,,654 rpm,,,,,,,,2 m
0.75 V,-2 %,0.68 V,,,22 %,90 °C,,,,,669 rpm,,,,,,,,2 m
0.75 V,-2 %,0.69 V,,,22 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.76 V,-2 %,0.68 V,,,22 %,90 °C,,,,,647 rpm,,,,,,,,2 m
0.75 V,-2 %,0.65 V,,,22 %,90 °C,,,,,658 rpm,,,,,,,,2 m
0.72 V,-2 %,0.60 V,,,22 %,90 °C,,,,,666 rpm,,,,,,,,2 m
0.70 V,-2 %,0.35 V,,,22 %,90 °C,,,,,655 rpm,,,,,,,,2 m
0.67 V,-2 %,0.10 V,,,22 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.64 V,-3 %,0.09 V,,,22 %,90 °C,,,,,664 rpm,,,,,,,,2 m
0.65 V,-3 %,0.09 V,,,22 %,90 °C,,,,,637 rpm,,,,,,,,2 m
0.58 V,-3 %,0.08 V,,,23 %,90 °C,,,,,664 rpm,,,,,,,,2 m
0.38 V,-2 %,0.07 V,,,23 %,90 °C,,,,,660 rpm,,,,,,,,2 m
0.66 V,-2 %,0.07 V,,,23 %,90 °C,,,,,662 rpm,,,,,,,,2 m
0.68 V,-2 %,0.08 V,,,22 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.65 V,-2 %,0.07 V,,,22 %,90 °C,,,,,663 rpm,,,,,,,,2 m
0.61 V,-2 %,0.07 V,,,22 %,90 °C,,,,,650 rpm,,,,,,,,2 m
0.32 V,-2 %,0.07 V,,,22 %,90 °C,,,,,658 rpm,,,,,,,,2 m
0.11 V,-2 %,0.07 V,,,22 %,90 °C,,,,,667 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,22 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,22 %,90 °C,,,,,652 rpm,,,,,,,,2 m
0.10 V,1 %,0.07 V,,,22 %,90 °C,,,,,657 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,22 %,90 °C,,,,,657 rpm,,,,,,,,2 m
0.10 V,1 %,0.08 V,,,22 %,90 °C,,,,,652 rpm,,,,,,,,2 m
0.10 V,2 %,0.08 V,,,22 %,90 °C,,,,,657 rpm,,,,,,,,2 m
0.11 V,2 %,0.09 V,,,22 %,90 °C,,,,,667 rpm,,,,,,,,2 m
0.13 V,2 %,0.09 V,,,22 %,90 °C,,,,,674 rpm,,,,,,,,2 m
0.60 V,2 %,0.10 V,,,22 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.68 V,2 %,0.16 V,,,22 %,90 °C,,,,,654 rpm,,,,,,,,2 m
0.70 V,2 %,0.35 V,,,22 %,90 °C,,,,,653 rpm,,,,,,,,2 m
0.71 V,2 %,0.64 V,,,22 %,90 °C,,,,,664 rpm,,,,,,,,2 m
0.72 V,2 %,0.67 V,,,22 %,89 °C,,,,,673 rpm,,,,,,,,2 m
0.73 V,2 %,0.67 V,,,22 %,89 °C,,,,,664 rpm,,,,,,,,2 m
0.75 V,2 %,0.68 V,,,22 %,89 °C,,,,,654 rpm,,,,,,,,2 m
0.76 V,0 %,0.69 V,,,22 %,90 °C,,,,,649 rpm,,,,,,,,2 m
0.76 V,0 %,0.71 V,,,22 %,89 °C,,,,,664 rpm,,,,,,,,2 m
0.77 V,-1 %,0.72 V,,,22 %,89 °C,,,,,665 rpm,,,,,,,,2 m
0.77 V,-1 %,0.73 V,,,22 %,89 °C,,,,,652 rpm,,,,,,,,2 m
0.77 V,-1 %,0.72 V,,,22 %,88 °C,,,,,650 rpm,,,,,,,,2 m
0.76 V,-1 %,0.70 V,,,22 %,89 °C,,,,,665 rpm,,,,,,,,2 m
0.76 V,-2 %,0.67 V,,,22 %,88 °C,,,,,665 rpm,,,,,,,,2 m
0.75 V,-2 %,0.66 V,,,22 %,89 °C,,,,,655 rpm,,,,,,,,2 m
0.74 V,-2 %,0.63 V,,,22 %,89 °C,,,,,655 rpm,,,,,,,,2 m
0.73 V,-2 %,0.59 V,,,22 %,88 °C,,,,,655 rpm,,,,,,,,2 m
0.71 V,-2 %,0.52 V,,,22 %,88 °C,,,,,663 rpm,,,,,,,,2 m
0.70 V,-2 %,0.39 V,,,22 %,88 °C,,,,,661 rpm,,,,,,,,2 m
0.68 V,-3 %,0.12 V,,,22 %,88 °C,,,,,667 rpm,,,,,,,,2 m
0.64 V,-3 %,0.08 V,,,22 %,88 °C,,,,,651 rpm,,,,,,,,2 m
0.63 V,-3 %,0.08 V,,,22 %,88 °C,,,,,668 rpm,,,,,,,,2 m
0.58 V,-3 %,0.08 V,,,22 %,88 °C,,,,,659 rpm,,,,,,,,2 m
0.27 V,-2 %,0.07 V,,,22 %,88 °C,,,,,664 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,22 %,88 °C,,,,,661 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,22 %,88 °C,,,,,666 rpm,,,,,,,,2 m
0.08 V,-1 %,0.07 V,,,22 %,88 °C,,,,,673 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,22 %,88 °C,,,,,650 rpm,,,,,,,,2 m
0.08 V,-1 %,0.07 V,,,22 %,88 °C,,,,,646 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,22 %,88 °C,,,,,665 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,88 °C,,,,,662 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,87 °C,,,,,656 rpm,,,,,,,,2 m
0.10 V,0 %,0.07 V,,,22 %,88 °C,,,,,663 rpm,,,,,,,,2 m
0.11 V,1 %,0.08 V,,,22 %,88 °C,,,,,648 rpm,,,,,,,,2 m
0.26 V,1 %,0.08 V,,,22 %,87 °C,,,,,643 rpm,,,,,,,,2 m
0.63 V,1 %,0.09 V,,,22 %,88 °C,,,,,671 rpm,,,,,,,,2 m
0.65 V,1 %,0.09 V,,,22 %,87 °C,,,,,669 rpm,,,,,,,,2 m
0.66 V,1 %,0.09 V,,,22 %,87 °C,,,,,669 rpm,,,,,,,,2 m
0.64 V,1 %,0.10 V,,,22 %,87 °C,,,,,651 rpm,,,,,,,,2 m
0.64 V,1 %,0.09 V,,,22 %,87 °C,,,,,651 rpm,,,,,,,,2 m
0.69 V,1 %,0.12 V,,,22 %,87 °C,,,,,673 rpm,,,,,,,,2 m
0.70 V,-1 %,0.12 V,,,22 %,87 °C,,,,,669 rpm,,,,,,,,2 m
0.69 V,-1 %,0.13 V,,,22 %,87 °C,,,,,656 rpm,,,,,,,,2 m
0.70 V,-2 %,0.12 V,,,22 %,87 °C,,,,,641 rpm,,,,,,,,2 m
0.70 V,-2 %,0.14 V,,,22 %,87 °C,,,,,657 rpm,,,,,,,,2 m
0.69 V,-2 %,0.10 V,,,22 %,87 °C,,,,,656 rpm,,,,,,,,2 m
0.68 V,-2 %,0.10 V,,,22 %,87 °C,,,,,653 rpm,,,,,,,,2 m
0.68 V,-2 %,0.09 V,,,22 %,87 °C,,,,,664 rpm,,,,,,,,2 m
0.67 V,-2 %,0.09 V,,,22 %,87 °C,,,,,651 rpm,,,,,,,,2 m
0.67 V,-3 %,0.08 V,,,22 %,87 °C,,,,,655 rpm,,,,,,,,2 m
0.64 V,-3 %,0.08 V,,,22 %,87 °C,,,,,657 rpm,,,,,,,,2 m
0.57 V,-3 %,0.07 V,,,22 %,87 °C,,,,,658 rpm,,,,,,,,2 m
0.30 V,-2 %,0.07 V,,,22 %,87 °C,,,,,662 rpm,,,,,,,,2 m
0.10 V,-2 %,0.07 V,,,22 %,87 °C,,,,,667 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,22 %,87 °C,,,,,669 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,22 %,87 °C,,,,,645 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,22 %,87 °C,,,,,655 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,22 %,87 °C,,,,,667 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,87 °C,,,,,659 rpm,,,,,,,,2 m
0.10 V,0 %,0.08 V,,,22 %,87 °C,,,,,650 rpm,,,,,,,,2 m
0.11 V,0 %,0.08 V,,,22 %,87 °C,,,,,675 rpm,,,,,,,,2 m
0.10 V,1 %,0.08 V,,,22 %,87 °C,,,,,637 rpm,,,,,,,,2 m
0.17 V,1 %,0.08 V,,,23 %,87 °C,,,,,643 rpm,,,,,,,,2 m
0.53 V,1 %,0.08 V,,,23 %,87 °C,,,,,655 rpm,,,,,,,,2 m
0.63 V,1 %,0.09 V,,,22 %,87 °C,,,,,656 rpm,,,,,,,,2 m
0.67 V,1 %,0.09 V,,,22 %,87 °C,,,,,661 rpm,,,,,,,,2 m
0.68 V,1 %,0.11 V,,,22 %,87 °C,,,,,661 rpm,,,,,,,,2 m
0.69 V,1 %,0.11 V,,,21 %,87 °C,,,,,658 rpm,,,,,,,,2 m
0.70 V,1 %,0.12 V,,,21 %,87 °C,,,,,663 rpm,,,,,,,,2 m
0.71 V,1 %,0.21 V,,,21 %,87 °C,,,,,669 rpm,,,,,,,,2 m
0.72 V,-1 %,0.62 V,,,21 %,87 °C,,,,,660 rpm,,,,,,,,2 m
0.73 V,-1 %,0.65 V,,,21 %,87 °C,,,,,649 rpm,,,,,,,,2 m
0.74 V,-2 %,0.67 V,,,21 %,87 °C,,,,,660 rpm,,,,,,,,2 m
0.74 V,-2 %,0.66 V,,,21 %,87 °C,,,,,660 rpm,,,,,,,,2 m
0.73 V,-2 %,0.64 V,,,22 %,87 °C,,,,,669 rpm,,,,,,,,2 m
0.73 V,-2 %,0.61 V,,,22 %,87 °C,,,,,675 rpm,,,,,,,,2 m
0.71 V,-2 %,0.35 V,,,22 %,87 °C,,,,,654 rpm,,,,,,,,2 m
0.69 V,-2 %,0.09 V,,,23 %,87 °C,,,,,643 rpm,,,,,,,,2 m
0.68 V,-3 %,0.09 V,,,23 %,87 °C,,,,,657 rpm,,,,,,,,2 m
0.64 V,-3 %,0.08 V,,,23 %,87 °C,,,,,664 rpm,,,,,,,,2 m
0.57 V,-3 %,0.07 V,,,22 %,87 °C,,,,,645 rpm,,,,,,,,2 m
0.11 V,-2 %,0.07 V,,,23 %,87 °C,,,,,655 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,22 %,87 °C,,,,,660 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,22 %,87 °C,,,,,664 rpm,,,,,,,,2 m
0.07 V,-1 %,0.06 V,,,22 %,87 °C,,,,,675 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,22 %,87 °C,,,,,673 rpm,,,,,,,,2 m
0.07 V,0 %,0.06 V,,,22 %,87 °C,,,,,656 rpm,,,,,,,,2 m
0.07 V,0 %,0.06 V,,,22 %,87 °C,,,,,659 rpm,,,,,,,,2 m
0.08 V,0 %,0.06 V,,,22 %,87 °C,,,,,659 rpm,,,,,,,,2 m
0.08 V,1 %,0.07 V,,,22 %,87 °C,,,,,659 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,22 %,87 °C,,,,,660 rpm,,,,,,,,2 m
0.10 V,1 %,0.08 V,,,22 %,87 °C,,,,,678 rpm,,,,,,,,2 m
0.12 V,2 %,0.08 V,,,22 %,87 °C,,,,,675 rpm,,,,,,,,2 m
0.14 V,2 %,0.09 V,,,22 %,87 °C,,,,,664 rpm,,,,,,,,2 m
0.30 V,2 %,0.08 V,,,22 %,87 °C,,,,,613 rpm,,,,,,,,2 m
0.68 V,2 %,0.09 V,,,23 %,87 °C,,,,,675 rpm,,,,,,,,2 m
0.69 V,2 %,0.09 V,,,23 %,87 °C,,,,,676 rpm,,,,,,,,2 m
0.72 V,2 %,0.10 V,,,22 %,87 °C,,,,,654 rpm,,,,,,,,2 m
0.74 V,2 %,0.11 V,,,22 %,87 °C,,,,,650 rpm,,,,,,,,2 m
0.74 V,2 %,0.15 V,,,22 %,87 °C,,,,,671 rpm,,,,,,,,2 m
0.74 V,2 %,0.31 V,,,22 %,87 °C,,,,,671 rpm,,,,,,,,2 m
0.75 V,0 %,0.61 V,,,23 %,87 °C,,,,,656 rpm,,,,,,,,2 m
0.74 V,0 %,0.64 V,,,23 %,87 °C,,,,,666 rpm,,,,,,,,2 m
0.76 V,-1 %,0.69 V,,,22 %,87 °C,,,,,662 rpm,,,,,,,,2 m
0.77 V,-1 %,0.72 V,,,22 %,87 °C,,,,,664 rpm,,,,,,,,2 m
0.77 V,-1 %,0.72 V,,,22 %,87 °C,,,,,663 rpm,,,,,,,,2 m
0.77 V,-1 %,0.71 V,,,21 %,87 °C,,,,,661 rpm,,,,,,,,2 m
0.76 V,-2 %,0.69 V,,,22 %,87 °C,,,,,670 rpm,,,,,,,,2 m
0.75 V,-2 %,0.66 V,,,22 %,87 °C,,,,,662 rpm,,,,,,,,2 m
0.74 V,-2 %,0.63 V,,,22 %,87 °C,,,,,633 rpm,,,,,,,,2 m
0.73 V,-2 %,0.60 V,,,22 %,87 °C,,,,,656 rpm,,,,,,,,2 m
0.72 V,-2 %,0.48 V,,,22 %,87 °C,,,,,667 rpm,,,,,,,,2 m
0.70 V,-2 %,0.11 V,,,22 %,87 °C,,,,,658 rpm,,,,,,,,2 m
0.67 V,-3 %,0.08 V,,,22 %,87 °C,,,,,644 rpm,,,,,,,,2 m
0.62 V,-3 %,0.08 V,,,22 %,87 °C,,,,,660 rpm,,,,,,,,2 m
0.19 V,-2 %,0.07 V,,,22 %,87 °C,,,,,675 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,22 %,88 °C,,,,,671 rpm,,,,,,,,2 m
0.07 V,-1 %,0.06 V,,,22 %,87 °C,,,,,649 rpm,,,,,,,,2 m
0.07 V,-1 %,0.06 V,,,22 %,88 °C,,,,,666 rpm,,,,,,,,2 m
0.07 V,-1 %,0.06 V,,,22 %,88 °C,,,,,659 rpm,,,,,,,,2 m
0.07 V,0 %,0.06 V,,,22 %,88 °C,,,,,654 rpm,,,,,,,,2 m
0.08 V,0 %,0.06 V,,,22 %,88 °C,,,,,678 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,22 %,88 °C,,,,,672 rpm,,,,,,,,2 m
0.08 V,1 %,0.07 V,,,22 %,88 °C,,,,,665 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,22 %,88 °C,,,,,644 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,22 %,88 °C,,,,,643 rpm,,,,,,,,2 m
0.10 V,2 %,0.08 V,,,22 %,88 °C,,,,,660 rpm,,,,,,,,2 m
0.10 V,2 %,0.08 V,,,22 %,88 °C,,,,,666 rpm,,,,,,,,2 m
0.13 V,2 %,0.08 V,,,22 %,88 °C,,,,,664 rpm,,,,,,,,2 m
0.22 V,2 %,0.09 V,,,22 %,88 °C,,,,,664 rpm,,,,,,,,2 m
0.65 V,2 %,0.09 V,,,22 %,88 °C,,,,,665 rpm,,,,,,,,2 m
0.68 V,2 %,0.09 V,,,22 %,88 °C,,,,,658 rpm,,,,,,,,2 m
0.70 V,2 %,0.10 V,,,21 %,88 °C,,,,,657 rpm,,,,,,,,2 m
0.71 V,2 %,0.12 V,,,21 %,88 °C,,,,,657 rpm,,,,,,,,2 m
0.72 V,2 %,0.26 V,,,21 %,88 °C,,,,,662 rpm,,,,,,,,2 m
0.74 V,2 %,0.64 V,,,21 %,88 °C,,,,,667 rpm,,,,,,,,2 m
0.75 V,0 %,0.68 V,,,21 %,88 °C,,,,,666 rpm,,,,,,,,2 m
0.76 V,0 %,0.71 V,,,21 %,88 °C,,,,,665 rpm,,,,,,,,2 m
0.77 V,0 %,0.73 V,,,21 %,88 °C,,,,,653 rpm,,,,,,,,2 m
0.77 V,-1 %,0.74 V,,,21 %,88 °C,,,,,668 rpm,,,,,,,,2 m
0.78 V,-1 %,0.74 V,,,21 %,88 °C,,,,,658 rpm,,,,,,,,2 m
0.78 V,-1 %,0.77 V,,,22 %,88 °C,,,,,567 rpm,,,,,,,,2 m
0.82 V,-1 %,0.81 V,,,26 %,89 °C,,,,,463 rpm,,,,,,,,2 m
0.84 V,-2 %,0.84 V,,,30 %,89 °C,,,,,308 rpm,,,,,,,,2 m
0.85 V,-2 %,0.85 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.85 V,0 %,0.86 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.85 V,0 %,0.86 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.86 V,0 %,0.86 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.86 V,0 %,0.86 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.86 V,0 %,0.87 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.88 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.88 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.88 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.89 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.88 V,,,0 %,90 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.90 V,0 %,0.88 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.87 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.87 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.87 V,,,0 %,90 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.87 V,,,0 %,90 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.87 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.87 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.86 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.86 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.86 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.86 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.85 V,,,0 %,89 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.85 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.85 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.85 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.84 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.84 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.84 V,,,0 %,88 °C,,,,,0 rpm,,,,,,,,2 m
0.91 V,0 %,0.83 V,,,0 %,,,,,,,,,,,,,,2 m
